id,section,section_vi,japanese,reading,vietnamese,usage,level,example_jp,example_vi
v523,3.3,Kinh tế vĩ mô (đọc hiểu BJT),脱炭素,datsu tanso,Phi carbon,Decarbonization,J1,脱炭素社会を目指します。,Hướng tới xã hội phi carbon.
v524,3.3,Kinh tế vĩ mô (đọc hiểu BJT),再生可能エネルギー,saisei kanou enerugii,Năng lượng tái tạo,Renewable energy,J2,再生可能エネルギーの導入を進めます。,Triển khai NL tái tạo.
v525,3.4,Mẫu câu thường gặp trong BJT,ご了承ください,goryoushou kudasai,Xin thông cảm,Please understand,J3,予告なく変更する場合がございます。ご了承ください。,Có thể đổi không báo trước. Xin thông cảm.
v526,3.4,Mẫu câu thường gặp trong BJT,ご不明な点,gofumei na ten,Điểm chưa rõ,Any unclear points,J3,ご不明な点がございましたらお気軽にどうぞ。,Có gì chưa rõ xin cứ hỏi.
v527,3.4,Mẫu câu thường gặp trong BJT,差し支えなければ,sashitsukae nakereba,Nếu không phiền,If you don't mind,J3,差し支えなければ、理由を教えていただけますか。,"Nếu không phiền, cho biết lý do?"
v528,3.4,Mẫu câu thường gặp trong BJT,お手すきの際に,otesuki no sai ni,Khi nào rảnh,When you have a moment,J3,お手すきの際にご確認ください。,Khi rảnh hãy xác nhận.
v529,3.4,Mẫu câu thường gặp trong BJT,取り急ぎ,toriisogi,Vội vàng thông báo,Quickly/in haste,J3,取り急ぎご報告まで。,Vội thông báo.
v530,3.4,Mẫu câu thường gặp trong BJT,念のため,nen no tame,Để chắc chắn,Just in case,J4,念のため確認いたします。,Xác nhận cho chắc.
v531,3.4,Mẫu câu thường gặp trong BJT,お忙しいところ,oisogashii tokoro,Trong lúc bận,Despite being busy,J3,お忙しいところすみません。,Xin lỗi trong lúc bận.
v532,3.4,Mẫu câu thường gặp trong BJT,ご多忙中,gotabouchuu,Trong lúc bận rộn,During your busy schedule,J2,ご多忙中恐れ入りますが。,"Biết anh bận, xin phép."
v533,3.4,Mẫu câu thường gặp trong BJT,何卒,nanitozo,Xin hãy (rất lịch sự),Please (very formal),J2,何卒よろしくお願い申し上げます。,Kính mong giúp đỡ.
v534,3.4,Mẫu câu thường gặp trong BJT,つきましては,tsukimashite wa,Vì vậy / Do đó,Therefore (formal),J2,つきましては、下記をご確認ください。,"Vì vậy, xin xác nhận bên dưới."
v535,3.4,Mẫu câu thường gặp trong BJT,ご査収ください,gosashuu kudasai,Xin nhận và kiểm tra,Please review and accept,J2,資料をお送りしますのでご査収ください。,"Gửi tài liệu, xin kiểm tra."
v536,3.4,Mẫu câu thường gặp trong BJT,お見積もりをお願いします,omitsumori wo onegai shimasu,Nhờ báo giá,Please provide a quote,J3,この案件のお見積もりをお願いします。,Nhờ báo giá dự án này.
v537,3.4,Mẫu câu thường gặp trong BJT,ご検討のほど,gokentou no hodo,Xin vui lòng xem xét,Please consider,J3,ご検討のほどよろしくお願いいたします。,Xin vui lòng xem xét.
v538,3.4,Mẫu câu thường gặp trong BJT,折り返しご連絡いたします,orikaeshi gorenraku itashimasu,Sẽ liên lạc lại,Will contact you back,J3,確認後、折り返しご連絡いたします。,Sau khi xác nhận sẽ liên lạc lại.
v539,3.4,Mẫu câu thường gặp trong BJT,ご都合のよい日時,gotsugou no yoi nichiji,Thời gian thuận tiện,Convenient date/time,J3,ご都合のよい日時をお知らせください。,Cho biết thời gian thuận tiện.
v540,3.4,Mẫu câu thường gặp trong BJT,お手数ですが,otesuu desu ga,Phiền nhưng...,Sorry for the trouble but...,J3,お手数ですが、再送していただけますか。,Phiền nhưng gửi lại được không?
v541,3.4,Mẫu câu thường gặp trong BJT,お気軽にお問い合わせください,okigaru ni otoiawase kudasai,Đừng ngại liên hệ,Feel free to contact us,J3,ご質問があればお気軽にお問い合わせください。,Có thắc mắc đừng ngại liên hệ.
v542,3.4,Mẫu câu thường gặp trong BJT,以上になります,ijou ni narimasu,Trên đây là tất cả,That is all,J4,ご報告は以上になります。,Báo cáo trên đây là hết.
v543,3.4,Mẫu câu thường gặp trong BJT,ご参考までに,gosankou made ni,Để tham khảo,For your reference,J3,ご参考までにデータをお送りします。,Gửi dữ liệu để tham khảo.
v544,3.4,Mẫu câu thường gặp trong BJT,お差し支えなければ,osashitsukae nakereba,Nếu không phiền (rất lịch sự),If it's not inconvenient,J2,お差し支えなければお名前をお聞かせください。,Nếu không phiền cho biết tên.
v545,3.4,Mẫu câu thường gặp trong BJT,ご査収のほど,gosashuu no hodo,Xin vui lòng nhận,Please accept/review,J2,ご査収のほどよろしくお願いいたします。,Xin vui lòng nhận và kiểm tra.
v546,3.4,Mẫu câu thường gặp trong BJT,別途,betto,Riêng / Khác,Separately,J2,詳細は別途ご連絡します。,Chi tiết sẽ liên lạc riêng.
v547,3.4,Mẫu câu thường gặp trong BJT,追って,otte,Sau đó / Sẽ...sau,Later/subsequently,J2,追ってご連絡いたします。,Sẽ liên lạc sau.
v548,3.4,Mẫu câu thường gặp trong BJT,先般,senpan,Hôm trước / Gần đây,Recently/the other day,J2,先般のお打ち合わせの件ですが。,Về buổi họp hôm trước.
v549,3.4,Mẫu câu thường gặp trong BJT,過日,kajitsu,Ngày trước,The other day (formal),J1,過日はお世話になりました。,Hôm trước được giúp đỡ nhiều.
v550,3.5,Từ vựng đa ngành bổ sung,顧問,komon,Cố vấn,Advisor/consultant,J2,顧問弁護士に相談します。,Trao đổi với luật sư cố vấn.
v551,3.5,Từ vựng đa ngành bổ sung,監査,kansa,Kiểm toán,Audit,J2,内部監査を実施します。,Thực hiện kiểm toán nội bộ.
v552,3.5,Từ vựng đa ngành bổ sung,精算,seisan,Thanh toán / Quyết toán,Settlement/reimbursement,J3,経費を精算してください。,Hãy thanh toán kinh phí.
v553,3.5,Từ vựng đa ngành bổ sung,立替,tatekae,Ứng trước / Tạm ứng,Advance payment,J3,立替経費を申請します。,Nộp đơn chi phí ứng trước.
v554,3.5,Từ vựng đa ngành bổ sung,振込,furikomi,Chuyển khoản,Bank transfer,J4,銀行振込でお支払いください。,Thanh toán bằng chuyển khoản.
v555,3.5,Từ vựng đa ngành bổ sung,引き落とし,hikiotoshi,Trừ tự động,Automatic debit,J4,口座から引き落とされます。,Tự động trừ từ tài khoản.
v556,3.5,Từ vựng đa ngành bổ sung,口座,kouza,Tài khoản (ngân hàng),Bank account,J4,口座を開設しました。,Đã mở tài khoản.
v557,3.5,Từ vựng đa ngành bổ sung,印鑑,inkan,Con dấu cá nhân,Personal seal,J4,印鑑を持参してください。,Mang theo con dấu.
v558,3.5,Từ vựng đa ngành bổ sung,届出,todokede,Khai báo / Đăng ký,Notification/report,J3,届出を提出してください。,Hãy nộp đơn khai báo.
v559,3.5,Từ vựng đa ngành bổ sung,届出書,todokedesho,Đơn khai báo,Notification form,J3,届出書を記入してください。,Hãy điền đơn khai báo.
v560,3.5,Từ vựng đa ngành bổ sung,受付,uketsuke,Lễ tân / Tiếp nhận,Reception,J4,受付で名前を記入してください。,Ghi tên ở lễ tân.
v561,3.5,Từ vựng đa ngành bổ sung,窓口,madoguchi,Quầy / Cổng giao dịch,Counter/window,J4,1番窓口にお越しください。,Đến quầy số 1.
v562,3.5,Từ vựng đa ngành bổ sung,担当者,tantousha,Người phụ trách,Person in charge,J4,担当者に確認します。,Xác nhận với người phụ trách.
v563,3.5,Từ vựng đa ngành bổ sung,責任者,sekininsha,Người chịu trách nhiệm,Person responsible,J3,責任者を呼んでください。,Gọi người chịu trách nhiệm.
v564,3.5,Từ vựng đa ngành bổ sung,代表者,daihyousha,Người đại diện,Representative,J3,代表者が署名します。,Người đại diện ký.
v565,3.5,Từ vựng đa ngành bổ sung,委員会,iinkai,Ủy ban / Ban,Committee,J2,安全委員会を設置します。,Thành lập ủy ban an toàn.
v566,3.5,Từ vựng đa ngành bổ sung,規模,kibo,Quy mô,Scale/size,J3,事業規模を拡大します。,Mở rộng quy mô KD.
v567,3.5,Từ vựng đa ngành bổ sung,業界,gyoukai,Ngành / Lĩnh vực,Industry,J3,IT業界で働いています。,Làm việc trong ngành IT.
v568,3.5,Từ vựng đa ngành bổ sung,業種,gyoushu,Loại hình KD,Type of business,J3,さまざまな業種のお客様。,KH đa dạng loại hình KD.
v569,3.5,Từ vựng đa ngành bổ sung,実態,jittai,Thực trạng,Actual state,J2,市場の実態を調査します。,Điều tra thực trạng thị trường.
v570,3.5,Từ vựng đa ngành bổ sung,動向,doukou,Xu hướng / Động thái,Trend/movement,J2,業界の動向を分析します。,Phân tích xu hướng ngành.
v571,3.5,Từ vựng đa ngành bổ sung,傾向,keikou,Xu hướng,Tendency/trend,J3,消費者の傾向を把握します。,Nắm xu hướng người tiêu dùng.
v572,3.5,Từ vựng đa ngành bổ sung,需給,jukyuu,Cung cầu,Supply and demand,J2,需給バランスが崩れています。,Cân bằng cung cầu bị vỡ.
v573,3.5,Từ vựng đa ngành bổ sung,見込み,mikomi,Dự kiến / Triển vọng,Prospect/expectation,J3,売上の見込みは100億円です。,DT dự kiến 10 tỷ yên.
v574,3.5,Từ vựng đa ngành bổ sung,見通し,mitooshi,Triển vọng / Dự báo,Outlook,J3,経済の見通しは不透明です。,Triển vọng KT không rõ ràng.
v575,3.5,Từ vựng đa ngành bổ sung,成果,seika,Thành quả,Achievement/result,J3,大きな成果を上げました。,Đạt thành quả lớn.
v576,3.5,Từ vựng đa ngành bổ sung,課題,kadai,Vấn đề / Thách thức,Issue/challenge,J3,いくつかの課題が残っています。,Còn một số thách thức.
v577,3.5,Từ vựng đa ngành bổ sung,懸念,kenen,Lo ngại,Concern,J2,品質に懸念があります。,Có lo ngại về chất lượng.
v578,3.5,Từ vựng đa ngành bổ sung,リスク,risuku,Rủi ro,Risk,J3,リスクを最小限にします。,Giảm thiểu rủi ro.
v579,3.5,Từ vựng đa ngành bổ sung,対策,taisaku,Đối sách / Biện pháp,Countermeasure,J3,再発防止の対策を講じます。,Đưa ra biện pháp phòng tránh.
v580,3.5,Từ vựng đa ngành bổ sung,措置,sochi,Biện pháp (chính thức),Measure (formal),J2,緊急措置を取りました。,Đã thực hiện biện pháp khẩn.
v581,3.5,Từ vựng đa ngành bổ sung,妥結,daketsu,Thỏa thuận,Settlement/agreement,J1,交渉が妥結しました。,Đàm phán đã thỏa thuận.
v582,3.5,Từ vựng đa ngành bổ sung,合意,goui,Đồng ý / Thỏa thuận,Agreement/consensus,J2,両社の合意が得られました。,Đã đạt thỏa thuận 2 bên.
v583,3.5,Từ vựng đa ngành bổ sung,協力,kyouryoku,Hợp tác,Cooperation,J4,ご協力をお願いいたします。,Nhờ hợp tác.
v584,3.5,Từ vựng đa ngành bổ sung,連携,renkei,Liên kết / Phối hợp,Coordination,J3,各部署と連携します。,Phối hợp với các phòng ban.
v585,3.5,Từ vựng đa ngành bổ sung,調達,choutatsu,Mua sắm / Thu mua,Procurement,J2,資材を調達します。,Mua sắm vật tư.
v586,3.5,Từ vựng đa ngành bổ sung,入札,nyuusatsu,Đấu thầu,Bid/tender,J2,入札に参加します。,Tham gia đấu thầu.
v587,3.5,Từ vựng đa ngành bổ sung,落札,rakusatsu,Trúng thầu,Winning bid,J2,当社が落札しました。,Công ty ta trúng thầu.
v588,3.5,Từ vựng đa ngành bổ sung,不祥事,fushouji,Bê bối / Scandal,Scandal,J1,不祥事が発覚しました。,Bê bối bị phát giác.
v589,3.5,Từ vựng đa ngành bổ sung,内部告発,naibu kokuhatsu,Tố giác nội bộ,Whistleblowing,J1,内部告発制度を設けました。,Lập chế độ tố giác nội bộ.
v590,3.5,Từ vựng đa ngành bổ sung,情報漏洩,jouhou rouei,Rò rỉ thông tin,Data leak,J2,情報漏洩を防止します。,Phòng chống rò rỉ thông tin.
v591,3.5,Từ vựng đa ngành bổ sung,個人情報,kojin jouhou,Thông tin cá nhân,Personal information,J3,個人情報を保護します。,Bảo vệ thông tin cá nhân.
v592,3.5,Từ vựng đa ngành bổ sung,守秘義務,shuhi gimu,Nghĩa vụ bảo mật,Confidentiality obligation,J2,守秘義務を遵守してください。,Tuân thủ nghĩa vụ bảo mật.
v593,3.5,Từ vựng đa ngành bổ sung,機密,kimitsu,Cơ mật / Bí mật,Confidential,J2,機密情報を取り扱います。,Xử lý thông tin cơ mật.
v594,3.5,Từ vựng đa ngành bổ sung,善処する,zensho suru,Xử lý tốt nhất có thể,Handle appropriately,J1,善処いたします。,Sẽ xử lý tốt nhất.
v595,3.5,Từ vựng đa ngành bổ sung,尽力する,jinryoku suru,Nỗ lực hết sức,Make every effort,J2,問題解決に尽力いたします。,Nỗ lực hết sức giải quyết.
v596,3.5,Từ vựng đa ngành bổ sung,精進する,shoujin suru,Phấn đấu / Nỗ lực,Strive/devote oneself,J2,今後も精進してまいります。,Sẽ tiếp tục phấn đấu.
v597,4.1,Thời gian & Số liệu,前期,zenki,Kỳ trước,Previous period,J3,前期の業績を振り返ります。,Nhìn lại KQ kỳ trước.
v598,4.1,Thời gian & Số liệu,今期,konki,Kỳ này,Current period,J3,今期の目標は売上10%増です。,Mục tiêu kỳ này: DT +10%.
v599,4.1,Thời gian & Số liệu,来期,raiki,Kỳ sau,Next period,J3,来期の予算を策定中です。,Đang lập ngân sách kỳ sau.
v600,4.1,Thời gian & Số liệu,累計,ruikei,Lũy kế,Cumulative,J2,累計売上は50億円です。,DT lũy kế 5 tỷ yên.
v601,4.1,Thời gian & Số liệu,月次,getsuji,Hàng tháng,Monthly,J3,月次報告を提出します。,Nộp báo cáo hàng tháng.
v602,4.1,Thời gian & Số liệu,週次,shuuji,Hàng tuần,Weekly,J3,週次ミーティングがあります。,Có meeting hàng tuần.
v603,4.1,Thời gian & Số liệu,日次,nichiji,Hàng ngày,Daily,J3,日次の売上データを確認します。,Kiểm tra DT hàng ngày.
v604,4.1,Thời gian & Số liệu,年次,nenji,Hàng năm,Annual,J3,年次報告書を作成します。,Lập báo cáo hàng năm.
v605,4.1,Thời gian & Số liệu,期限,kigen,Thời hạn,Deadline/expiry,J4,提出期限は金曜日です。,Hạn nộp thứ Sáu.
v606,4.1,Thời gian & Số liệu,期日,kijitsu,Ngày ấn định,Due date,J3,支払い期日を確認してください。,Xác nhận ngày thanh toán.
v607,4.1,Thời gian & Số liệu,暦年,rekinen,Năm dương lịch,Calendar year,J2,暦年ベースで計算します。,Tính theo năm dương lịch.
v608,4.1,Thời gian & Số liệu,年度末,nendomatu,Cuối năm tài khóa,End of fiscal year,J3,年度末は3月です。,Cuối năm tài khóa là T3.
v609,4.1,Thời gian & Số liệu,中間,chuukan,Giữa kỳ,Mid-term,J3,中間決算を発表しました。,Đã công bố quyết toán giữa kỳ.
v610,4.1,Thời gian & Số liệu,通期,tsuuki,Cả năm,Full year,J2,通期の見通しを上方修正しました。,Nâng dự báo cả năm.
v611,4.1,Thời gian & Số liệu,概算,gaisan,Ước tính,Rough estimate,J2,概算で300万円かかります。,Ước tính tốn 3 triệu yên.
v612,4.1,Thời gian & Số liệu,割合,wariai,Tỷ lệ,Ratio/proportion,J3,女性社員の割合は40%です。,Tỷ lệ NV nữ 40%.
v613,4.1,Thời gian & Số liệu,増減,zougen,Tăng giảm,Increase/decrease,J3,売上の増減を分析します。,Phân tích tăng giảm DT.
v614,4.1,Thời gian & Số liệu,横ばい,yokobai,Đi ngang / Không đổi,Flat/unchanged,J3,売上は横ばいでした。,DT đi ngang.
v615,4.1,Thời gian & Số liệu,微増,bizou,Tăng nhẹ,Slight increase,J2,微増にとどまりました。,Chỉ tăng nhẹ.
v616,4.1,Thời gian & Số liệu,急増,kyuuzou,Tăng vọt,Sharp increase,J2,注文が急増しています。,Đơn hàng tăng vọt.
v617,4.1,Thời gian & Số liệu,激減,gekigen,Giảm mạnh,Sharp decrease,J2,来客数が激減しました。,Lượng khách giảm mạnh.
v618,4.1,Thời gian & Số liệu,回復,kaifuku,Phục hồi,Recovery,J3,景気が回復しています。,KT đang phục hồi.
v619,4.1,Thời gian & Số liệu,推移,suii,Biến động / Diễn biến,Trend/change,J2,売上の推移をグラフで示します。,Biểu đồ diễn biến DT.
v620,4.1,Thời gian & Số liệu,上昇,joushou,Tăng lên,Rise/increase,J3,株価が上昇しました。,Giá CP tăng.
v621,4.1,Thời gian & Số liệu,下落,geraku,Giảm xuống,Fall/decline,J3,株価が下落しました。,Giá CP giảm.
v622,4.2,Đàm phán nâng cao,譲歩する,jouho suru,Nhượng bộ,Concede,J2,一部譲歩する用意があります。,Sẵn sàng nhượng bộ một phần.
v623,4.2,Đàm phán nâng cao,妥協する,dakyou suru,Thỏa hiệp,Compromise,J2,お互いに妥協しましょう。,Hãy cùng thỏa hiệp.
v624,4.2,Đàm phán nâng cao,提示する,teiji suru,Đưa ra / Trình bày,Present/propose,J3,新しい条件を提示します。,Đưa ra điều kiện mới.
v625,4.2,Đàm phán nâng cao,交わす,kawasu,Trao đổi (hợp đồng),Exchange,J2,契約を交わしました。,Đã ký hợp đồng.
v626,4.2,Đàm phán nâng cao,締結する,teiketsu suru,Ký kết,Conclude/sign,J2,業務提携を締結しました。,Đã ký kết hợp tác.
v627,4.2,Đàm phán nâng cao,破棄する,haki suru,Hủy bỏ,Cancel/revoke,J1,契約を破棄します。,Hủy hợp đồng.
v628,4.2,Đàm phán nâng cao,違約金,iyakukin,Tiền phạt vi phạm,Penalty fee,J1,違約金が発生します。,Phát sinh tiền phạt.
v629,4.2,Đàm phán nâng cao,相見積もり,aimitsumori,Xin giá nhiều nơi,Comparative quotes,J3,相見積もりを取ってください。,Hãy xin báo giá từ nhiều nơi.
v630,4.2,Đàm phán nâng cao,ネゴ,nego,Đàm phán (tắt),Negotiation (abbr),J3,価格のネゴが必要です。,Cần đàm phán giá.
v631,4.2,Đàm phán nâng cao,落としどころ,otoshidokoro,Điểm thỏa hiệp,Middle ground,J2,落としどころを探りましょう。,Hãy tìm điểm thỏa hiệp.
v632,4.2,Đàm phán nâng cao,仮契約,karikeiyaku,Hợp đồng tạm,Provisional contract,J2,まず仮契約を結びましょう。,Trước hết ký HĐ tạm.
v633,4.2,Đàm phán nâng cao,本契約,honkeiyaku,Hợp đồng chính thức,Formal contract,J2,本契約は来月締結予定です。,HĐ chính thức ký tháng sau.
v634,4.2,Đàm phán nâng cao,独占契約,dokusen keiyaku,Hợp đồng độc quyền,Exclusive contract,J1,独占契約を提案します。,Đề xuất HĐ độc quyền.
v635,4.2,Đàm phán nâng cao,代理店,dairiten,Đại lý,Agency/dealer,J3,販売代理店を募集しています。,Đang tuyển đại lý bán.
v636,4.2,Đàm phán nâng cao,仲介,chuukai,Trung gian / Môi giới,Mediation,J2,仲介業者を通じて契約しました。,Ký HĐ qua môi giới.
v637,4.3,Tổng hợp bổ sung,議論,giron,Thảo luận,Discussion/debate,J3,この問題について議論します。,Thảo luận vấn đề này.
v638,4.3,Tổng hợp bổ sung,論点,ronten,Luận điểm,Point of argument,J2,論点を整理しましょう。,Hãy sắp xếp luận điểm.
v639,4.3,Tổng hợp bổ sung,焦点,shouten,Tiêu điểm,Focus,J2,焦点を絞りましょう。,Hãy thu hẹp tiêu điểm.
v640,4.3,Tổng hợp bổ sung,優先,yuusen,Ưu tiên,Priority,J3,この案件を優先してください。,Hãy ưu tiên vụ này.
v641,4.3,Tổng hợp bổ sung,優先順位,yuusen juni,Thứ tự ưu tiên,Priority order,J3,優先順位を決めましょう。,Hãy xếp thứ tự ưu tiên.
v642,4.3,Tổng hợp bổ sung,基盤,kiban,Nền tảng,Foundation/base,J2,事業基盤を強化します。,Củng cố nền tảng KD.
v643,4.3,Tổng hợp bổ sung,展望,tenbou,Triển vọng / Tầm nhìn,Outlook/vision,J2,来年度の展望を語ります。,Nói về triển vọng năm sau.
v644,4.3,Tổng hợp bổ sung,見解,kenkai,Quan điểm / Ý kiến,View/opinion,J2,当社の見解を述べます。,Trình bày quan điểm công ty.
v645,4.3,Tổng hợp bổ sung,所見,shoken,Nhận xét / Ý kiến,Observation/comment,J1,監査の所見を報告します。,Báo cáo nhận xét kiểm toán.
v646,4.3,Tổng hợp bổ sung,裁量,sairyou,Quyền quyết định,Discretion,J1,部長の裁量に任せます。,Để trưởng phòng quyết định.
v647,4.3,Tổng hợp bổ sung,権限,kengen,Quyền hạn,Authority,J2,決裁権限を持っています。,Có quyền phê duyệt.
v648,4.3,Tổng hợp bổ sung,決裁,kessai,Phê duyệt (chi tiêu),Approval (financial),J2,決裁を取ってください。,Hãy xin phê duyệt.
v649,4.3,Tổng hợp bổ sung,稟議,ringi,Trình duyệt nội bộ,Internal approval process,J2,稟議を通す必要があります。,Cần qua quy trình phê duyệt.
v650,4.3,Tổng hợp bổ sung,案件,anken,Vụ việc / Dự án,Case/project,J3,新規案件を担当します。,Phụ trách dự án mới.
v651,4.3,Tổng hợp bổ sung,事例,jirei,Ví dụ / Trường hợp,Case/example,J3,成功事例を紹介します。,Giới thiệu case thành công.
v652,4.3,Tổng hợp bổ sung,実例,jitsurei,Ví dụ thực tế,Actual example,J3,実例を挙げて説明します。,Giải thích bằng ví dụ thực.
v653,4.3,Tổng hợp bổ sung,概要,gaiyou,Tổng quan,Overview/summary,J3,プロジェクトの概要を説明します。,Giải thích tổng quan DA.
v654,4.3,Tổng hợp bổ sung,詳細,shousai,Chi tiết,Details,J3,詳細は後日お知らせします。,Chi tiết thông báo sau.
v655,4.3,Tổng hợp bổ sung,趣旨,shushi,Chủ đích / Mục đích,Purpose/intent,J2,提案の趣旨を説明します。,Giải thích mục đích đề xuất.
v656,4.3,Tổng hợp bổ sung,背景,haikei,Bối cảnh,Background,J3,提案の背景を説明します。,Giải thích bối cảnh đề xuất.
v657,4.3,Tổng hợp bổ sung,根拠,konkyo,Căn cứ / Cơ sở,Basis/grounds,J2,データに基づく根拠があります。,Có căn cứ dựa trên dữ liệu.
v658,4.3,Tổng hợp bổ sung,妥当性,datousei,Tính hợp lý,Validity/reasonableness,J1,この計画の妥当性を検証します。,Kiểm chứng tính hợp lý.
v659,4.3,Tổng hợp bổ sung,可能性,kanousei,Khả năng,Possibility,J3,成功の可能性が高いです。,Khả năng thành công cao.
v660,4.3,Tổng hợp bổ sung,実現性,jitsugensei,Tính khả thi,Feasibility,J2,実現性を評価します。,Đánh giá tính khả thi.
v661,4.3,Tổng hợp bổ sung,採算,saisan,Hiệu quả tài chính,Profitability,J2,採算が合いません。,Không hiệu quả về tài chính.
v662,4.3,Tổng hợp bổ sung,費用対効果,hiyou tai kouka,Hiệu quả chi phí,Cost-effectiveness,J2,費用対効果を検討します。,Xem xét hiệu quả chi phí.
v663,4.3,Tổng hợp bổ sung,メリット,meritto,Lợi ích / Ưu điểm,Merit/advantage,J4,この提案のメリットは何ですか。,Lợi ích của đề xuất?
v664,4.3,Tổng hợp bổ sung,デメリット,demeritto,Nhược điểm,Demerit/disadvantage,J4,デメリットも考慮してください。,Cũng xem xét nhược điểm.
v665,4.3,Tổng hợp bổ sung,ジレンマ,jirenma,Tình thế khó xử,Dilemma,J2,コスト削減と品質維持のジレンマ。,Khó xử giữa giảm phí và giữ CL.
v666,4.3,Tổng hợp bổ sung,トレードオフ,toreedo ofu,Đánh đổi,Trade-off,J2,スピードと品質のトレードオフです。,Đánh đổi giữa tốc độ và CL.
v667,4.3,Tổng hợp bổ sung,フォローアップ,forooappu,Theo dõi sau,Follow-up,J3,フォローアップをお願いします。,Nhờ theo dõi tiếp.
v668,4.3,Tổng hợp bổ sung,ブレインストーミング,burein sutoomingu,Tư duy sáng tạo nhóm,Brainstorming,J3,ブレインストーミングを行いましょう。,Hãy brainstorm.
v669,4.3,Tổng hợp bổ sung,ファシリテーター,fashiriteeta,Người điều phối,Facilitator,J2,会議のファシリテーターを務めます。,Làm người điều phối cuộc họp.
v670,4.3,Tổng hợp bổ sung,タスク,tasuku,Nhiệm vụ,Task,J4,タスクを分担しましょう。,Hãy phân chia nhiệm vụ.
v671,4.3,Tổng hợp bổ sung,デッドライン,deddorain,Hạn chót,Deadline,J4,デッドラインは金曜日です。,Deadline thứ Sáu.
v672,4.3,Tổng hợp bổ sung,バッファ,baffa,Dự phòng / Đệm,Buffer,J3,スケジュールにバッファを持たせます。,Để dư thời gian dự phòng.
v673,4.3,Tổng hợp bổ sung,ボトムアップ,botomu appu,Từ dưới lên,Bottom-up,J2,ボトムアップの提案を歓迎します。,Hoan nghênh đề xuất từ dưới lên.
v674,4.3,Tổng hợp bổ sung,トップダウン,toppu daun,Từ trên xuống,Top-down,J2,トップダウンの指示が出ました。,Có chỉ thị từ trên xuống.
v675,4.3,Tổng hợp bổ sung,プロセス,purosesu,Quy trình,Process,J3,業務プロセスを改善します。,Cải tiến quy trình.
v676,4.3,Tổng hợp bổ sung,アウトプット,autoputto,Kết quả đầu ra,Output,J3,アウトプットの質を上げます。,Nâng chất lượng đầu ra.
v677,4.3,Tổng hợp bổ sung,インプット,inputto,Đầu vào,Input,J3,情報のインプットが必要です。,Cần đầu vào thông tin.
v678,4.3,Tổng hợp bổ sung,スループット,suruuputto,Lưu lượng xử lý,Throughput,J1,スループットを向上させます。,Nâng lưu lượng xử lý.
v679,4.3,Tổng hợp bổ sung,ワークフロー,waakufuroo,Quy trình làm việc,Workflow,J3,ワークフローを見直します。,Rà soát workflow.
v680,4.3,Tổng hợp bổ sung,グローバル,guroobaru,Toàn cầu,Global,J3,グローバルに展開します。,Triển khai toàn cầu.
v681,4.3,Tổng hợp bổ sung,ローカライズ,rookaraizu,Bản địa hóa,Localize,J2,製品をローカライズします。,Bản địa hóa sản phẩm.
v682,4.3,Tổng hợp bổ sung,イノベーション,inobeeshon,Đổi mới sáng tạo,Innovation,J2,イノベーションを推進します。,Thúc đẩy đổi mới.
v683,4.3,Tổng hợp bổ sung,パラダイムシフト,paradaimu shifuto,Thay đổi mô hình,Paradigm shift,J1,業界のパラダイムシフトが起きています。,Đang xảy ra thay đổi mô hình ngành.
v684,4.3,Tổng hợp bổ sung,レガシー,regashii,Di sản / Cũ kỹ,Legacy,J2,レガシーシステムを刷新します。,Thay thế hệ thống cũ.
v685,4.3,Tổng hợp bổ sung,サステナビリティ,sasutenabiritii,Tính bền vững,Sustainability,J1,サステナビリティを重視しています。,Coi trọng tính bền vững.
v686,4.3,Tổng hợp bổ sung,フレームワーク,fureemuwaaku,Khung / Framework,Framework,J2,分析のフレームワークを使います。,Dùng framework phân tích.
v687,4.3,Tổng hợp bổ sung,ベストプラクティス,besuto purakutisu,Thực hành tốt nhất,Best practice,J2,ベストプラクティスを共有します。,Chia sẻ best practice.
v688,4.3,Tổng hợp bổ sung,パフォーマンス,pafoomansu,Hiệu suất,Performance,J3,パフォーマンスを向上させます。,Nâng hiệu suất.
v689,4.3,Tổng hợp bổ sung,モチベーション,mochiveeshon,Động lực,Motivation,J3,社員のモチベーションを上げます。,Nâng động lực NV.
v690,4.3,Tổng hợp bổ sung,エンゲージメント,engeeji mento,Sự gắn kết,Engagement,J2,社員エンゲージメントを高めます。,Tăng gắn kết NV.
v691,4.3,Tổng hợp bổ sung,オンボーディング,onboodingu,Hội nhập NV mới,Onboarding,J2,オンボーディングプログラムを整備します。,Xây dựng chương trình onboarding.
v692,4.3,Tổng hợp bổ sung,メンタリング,mentaringu,Cố vấn 1-1,Mentoring,J2,メンタリング制度を導入しました。,Đã áp dụng chế độ mentoring.
v693,4.3,Tổng hợp bổ sung,コーチング,koochingu,Huấn luyện,Coaching,J2,管理職向けのコーチング研修。,Đào tạo coaching cho quản lý.
v694,4.3,Tổng hợp bổ sung,ピア,pia,Ngang hàng,Peer,J2,ピアレビューを行います。,Thực hiện đánh giá ngang hàng.
v695,4.3,Tổng hợp bổ sung,クリティカル,kuritikaru,Quan trọng / Tới hạn,Critical,J2,クリティカルな問題が発生しました。,Xảy ra vấn đề nghiêm trọng.
